Order ID,Region,Country,Order Priority,Total Revenue,Total Cost
160299813,Asia,India,C,1055652.4,601008.52
337022197,Asia,Tajikistan,C,57509.4,38529.48
461408460,Sub-Saharan Africa,Lesotho,M,1506269.76,961927.68
221007430,Asia,Bhutan,M,6424186.65,5178730.4
723680436,Central America and the Caribbean,Trinidad and Tobago,L,301803.24,192736.32
447601306,Australia and Oceania,Tuvalu,L,37581.24,27873.76
191256368,Middle East and North Africa,Iraq,L,640817.92,210165.76
823444449,Sub-Saharan Africa,The Gambia,L,672625.96,397000.38
133276879,Middle East and North Africa,Bahrain,C,400715.25,268466.55
480177485,Middle East and North Africa,Qatar,H,1705701.27,1474441.67
243882596,Sub-Saharan Africa,Angola,H,6104646.45,4590702.9
574441039,Central America and the Caribbean,Costa Rica,L,3814132.8,2297290.92
442214143,Australia and Oceania,Papua New Guinea,M,6580454.69,4948511.38
687875735,Middle East and North Africa,Qatar,C,718078.88,235504.64
872412145,Central America and the Caribbean,Saint Kitts and Nevis ,H,545853.6,179020.8
627122199,Sub-Saharan Africa,Sierra Leone,C,76972.5,57090
103617227,Europe,Russia,M,13948.35,10345.4
423821055,Europe,Lithuania,M,1066557.38,629508.39
529970014,Europe,United Kingdom,L,1349411.54,796455.87
334612929,Asia,Indonesia,H,674762.88,467867.52
270611131,Asia,Mongolia,M,412909.9,276636.58
841138446,Middle East and North Africa,Egypt,C,268949.73,216808.48
369681203,Sub-Saharan Africa,Comoros,M,3834533.26,2883574.52
850038230,Europe,Slovenia,M,2711171.39,2038804.78
296320855,Middle East and North Africa,Lebanon,M,321758.45,215567.99
392952907,Australia and Oceania,Australia,L,1028294.4,619352.16
644670712,Central America and the Caribbean,Haiti,M,189962.1,121312.8
626523101,Central America and the Caribbean,Saint Kitts and Nevis ,L,406280.07,351196.47
433871400,Middle East and North Africa,Syria,M,160838.64,94930.92
232389438,Asia,Laos,M,1228879.32,784781.76
708063542,Central America and the Caribbean,Saint Kitts and Nevis ,H,121774.4,69329.12
817192542,Sub-Saharan Africa,Sudan,H,660609.28,389907.84
936387765,Central America and the Caribbean,Guatemala,H,2870117.67,2480986.07
612573039,Asia,Brunei,H,309262.4,101427.2
812984693,,,M,993573.76,325857.28
775171554,Central America and the Caribbean,Panama,C,3942140.16,3407663.36
256994950,Sub-Saharan Africa,Central African Republic,H,6263026.44,4709804.88
886628711,Middle East and North Africa,Bahrain,M,94567.85,63357.47
312559163,Sub-Saharan Africa,Burundi,C,97604.65,65392.03
753585135,Europe,Austria,L,296825.1,168989.73
448817956,Australia and Oceania,Fiji,H,192741.9,129130.98
407681453,Australia and Oceania,Fiji,M,93543.68,30679.04
359911954,Europe,Switzerland,H,732384,467712
105558288,Middle East and North Africa,Yemen,M,3840836.58,3096214.08
864981782,Sub-Saharan Africa,Comoros,H,505581.78,350560.62
328856265,Sub-Saharan Africa,Democratic Republic of the Congo,C,3081525.72,2484110.72
308168065,Asia,Mongolia,H,287734.24,94366.72
884216010,Australia and Oceania,Palau,L,5360193.67,4030873.34
858611428,Europe,Monaco,M,161277.06,102994.08
903278148,Australia and Oceania,Fiji,L,1837312.4,1046026.52
410452497,Sub-Saharan Africa,Mali,L,41281.5,27657.3
642683303,Sub-Saharan Africa,Liberia,H,643018.2,366085.86
682831895,Europe,Switzerland,L,189183.15,126746.73
584072101,Australia and Oceania,Samoa ,L,2238550.32,1397953.98
919890248,Asia,Nepal,C,2033931.69,1758170.49
534085166,Middle East and North Africa,Azerbaijan,C,995431.92,635698.56
590768182,Europe,Georgia,H,73520.64,45912.96
524363124,Middle East and North Africa,United Arab Emirates,C,1472197.36,868927.08
289606320,Europe,Finland,L,6549714.27,4925394.54
811546599,Europe,Portugal,C,725709.6,413164.08
